date,bsi_man,bsi_all,man_pmi_us,ext_yoy,ppi_yoy,cpi_yoy,m2_yoy,cli_yoy_b,cli_yoy_i,cli_oecd_yoy_i
1997-06-30 0:00,#N/A,#N/A,54.9,9.6,3.4,4,16.9,4.2,4.4,#N/A
1997-05-31 0:00,#N/A,#N/A,56.1,4.5,3.7,3.8,16.9,3.6,3.3,#N/A
1997-04-30 0:00,#N/A,#N/A,53.7,7.1,3.6,4.3,16.8,3.3,3.0,#N/A
1997-03-31 0:00,#N/A,#N/A,53.8,-3.1,3.8,4.5,18.3,2.3,2.1,#N/A
1997-02-28 0:00,#N/A,#N/A,53.1,-5.3,3.6,4.9,18.3,1.8,1.9,#N/A
1997-01-31 0:00,#N/A,#N/A,53.8,-9,3.5,4.7,18,1.2,1.4,#N/A
1996-12-31 0:00,#N/A,#N/A,55.2,3.9,3.6,4.9,17.6,1.3,1.4,#N/A
1996-11-30 0:00,#N/A,#N/A,53,-0.6,3.8,5.3,19.1,0.7,0.7,#N/A
1996-10-31 0:00,#N/A,#N/A,50.5,2.8,3.4,5,19.8,1.2,1.2,#N/A
1996-09-30 0:00,#N/A,#N/A,51.1,-9,2.9,4.5,20.9,2,1.9,#N/A
1996-08-31 0:00,#N/A,#N/A,51.6,-8.7,3.4,5.3,21,2.9,2.9,#N/A
1996-07-31 0:00,#N/A,#N/A,49.7,-5.6,3.3,5.4,21.5,3.1,3.4,#N/A
1996-06-30 0:00,#N/A,#N/A,53.6,0.5,2.7,5.2,21.9,3.3,3.9,#N/A
1996-05-31 0:00,#N/A,#N/A,49.1,5.5,2.5,4.9,22,4.3,4.9,#N/A
1996-04-30 0:00,#N/A,#N/A,49.3,4.7,2.8,4.5,22.2,4.8,5.1,#N/A
1996-03-31 0:00,#N/A,#N/A,46.9,16.9,2.9,4.4,22.5,5.3,5.9,#N/A
1996-02-29 0:00,#N/A,#N/A,45.9,17.2,3.9,4.8,22.4,5.4,5.4,#N/A
1996-01-31 0:00,#N/A,#N/A,45.5,27.8,3.9,4.8,21.1,6,6.0,#N/A
1995-12-31 0:00,#N/A,#N/A,46.2,9.9,3.7,4.8,21.9,6.6,6.5,#N/A
1995-11-30 0:00,#N/A,#N/A,45.9,24.3,3.9,4.1,20.6,7,7.6,#N/A
1995-10-31 0:00,#N/A,#N/A,46.7,30,4.3,4.5,20.5,7.1,7.9,#N/A
1995-09-30 0:00,#N/A,#N/A,48.1,32.2,5,4.7,19.3,7.5,8.5,#N/A
1995-08-31 0:00,#N/A,#N/A,47.1,39.6,4.3,3.4,19,7.7,8.9,#N/A
1995-07-31 0:00,#N/A,#N/A,50.7,37.8,5.3,3.6,18.8,7.7,8.6,#N/A
1995-06-30 0:00,#N/A,#N/A,45.9,35.4,5.5,4.2,19,7.3,8.2,#N/A
1995-05-31 0:00,#N/A,#N/A,46.7,35.5,5.9,5.2,19,7.6,7.9,#N/A
1995-04-30 0:00,#N/A,#N/A,51.5,32.5,5.4,5.1,18.6,8.2,8.2,#N/A
1995-03-31 0:00,#N/A,#N/A,52.1,31.3,4.9,4.6,19.4,8.2,7.7,#N/A
1995-02-28 0:00,#N/A,#N/A,55.1,35.9,4,4.5,19.4,8.9,8.6,#N/A
1995-01-31 0:00,#N/A,#N/A,57.4,28,3.9,5.2,21.9,8.8,9.0,#N/A
1994-12-31 0:00,#N/A,#N/A,56.1,32.1,3.9,5.6,21.1,8.9,9.3,#N/A
1994-11-30 0:00,#N/A,#N/A,59.2,25.6,3.5,6.1,21.2,8.5,9.5,#N/A
1994-10-31 0:00,#N/A,#N/A,59.4,18.5,3.5,5.8,20,8.5,9.9,#N/A
1994-09-30 0:00,#N/A,#N/A,59,15.5,3,6.5,20.6,8.4,10.3,#N/A
1994-08-31 0:00,#N/A,#N/A,58,16.2,3.2,7.4,20.5,8.4,9.4,#N/A
1994-07-31 0:00,#N/A,#N/A,58.5,14.2,2.4,6.9,20.8,8.7,9.5,#N/A
1994-06-30 0:00,#N/A,#N/A,58.8,14.6,2,5.9,20,9.1,9.5,#N/A
1994-05-31 0:00,#N/A,#N/A,58.2,16.5,1.7,5.7,20.2,9.4,10.2,#N/A
1994-04-30 0:00,#N/A,#N/A,57.4,13.6,1.9,5.9,20.7,9.7,10.2,#N/A
1994-03-31 0:00,#N/A,#N/A,56.9,10.1,2.1,6.4,18.4,9.9,10.3,#N/A
1994-02-28 0:00,#N/A,#N/A,56.5,4.5,2.9,6.8,18.4,9.6,10.1,#N/A
1994-01-31 0:00,#N/A,#N/A,56,13.9,2.6,6.4,17.5,9.1,9.2,#N/A
1993-12-31 0:00,#N/A,#N/A,55.6,15.6,2,5.8,19.3,8.6,9.0,#N/A
1993-11-30 0:00,#N/A,#N/A,53.8,10.8,1.8,5.5,19.5,7.9,8.8,#N/A
1993-10-31 0:00,#N/A,#N/A,53.4,5,1.6,5.1,21,7.3,8.6,#N/A
1993-09-30 0:00,#N/A,#N/A,50.8,8.5,1.6,4.6,22.9,6.9,8.0,#N/A
1993-08-31 0:00,#N/A,#N/A,50.7,6,0.9,4.4,22.5,7.3,8.3,#N/A
1993-07-31 0:00,#N/A,#N/A,50.2,4.9,0.7,4.3,22.1,7.4,7.7,#N/A
1993-06-30 0:00,#N/A,#N/A,49.6,2.8,1.4,4.8,22.6,7.6,7.8,#N/A
1993-05-31 0:00,#N/A,#N/A,51.2,6.4,1.7,4.5,21.4,7.2,7.5,#N/A
1993-04-30 0:00,#N/A,#N/A,50.2,6.1,1.9,4.8,21.3,7.2,7.5,#N/A
1993-03-31 0:00,#N/A,#N/A,53.5,7.6,1.7,4.8,22.2,7,7.6,#N/A
1993-02-28 0:00,#N/A,#N/A,55.2,15.4,1.5,4.6,22.2,6.9,7.6,#N/A
1993-01-31 0:00,#N/A,#N/A,55.8,-1.2,1.6,4.5,22,7.1,8.0,#N/A
1992-12-31 0:00,#N/A,#N/A,54.2,-9,1.6,4.5,21.7,6.7,7.4,#N/A
1992-11-30 0:00,#N/A,#N/A,53.6,-0.7,1.8,4.4,21.2,6.3,6.5,#N/A
1992-10-31 0:00,#N/A,#N/A,50.3,7.4,2,5.4,19.9,5.7,6.2,#N/A
1992-09-30 0:00,#N/A,#N/A,49.7,16.6,2.4,5.7,19.3,5.8,6.2,#N/A
1992-08-31 0:00,#N/A,#N/A,53.4,7.2,2.9,5.9,21.4,5.9,6.2,#N/A
1992-07-31 0:00,#N/A,#N/A,53.9,14.7,3.5,6.6,20.2,6.4,6.6,#N/A
1992-06-30 0:00,#N/A,#N/A,53.6,5.9,2.7,6.8,20.2,6.3,7.0,#N/A
1992-05-31 0:00,#N/A,#N/A,55.7,3.1,2.3,7.3,20.7,6.5,7.0,#N/A
1992-04-30 0:00,#N/A,#N/A,52.6,8.9,1.9,6.9,20.7,6.3,7.1,#N/A
1992-03-31 0:00,#N/A,#N/A,54.6,12.3,1.7,6.8,19.5,6.5,7.1,#N/A
1992-02-29 0:00,#N/A,#N/A,52.7,5.7,1.5,7,19.7,6.3,6.8,#N/A
1992-01-31 0:00,#N/A,#N/A,47.3,16.2,1.7,7.7,20.1,6.4,6.8,#N/A
1991-12-31 0:00,#N/A,#N/A,46.8,9.6,1.9,9.3,18.9,6.8,6.9,#N/A
1991-11-30 0:00,#N/A,#N/A,49.5,10.9,2.7,9.7,22.1,7,7.3,#N/A
1991-10-31 0:00,#N/A,#N/A,53.1,25.6,2.9,9.3,22.7,7.4,7.3,#N/A
1991-09-30 0:00,#N/A,#N/A,54.9,-7.1,3.7,9.4,21.8,7.5,7.7,#N/A
1991-08-31 0:00,#N/A,#N/A,52.9,8.3,4.9,9.5,24.8,7.8,8.5,#N/A
1991-07-31 0:00,#N/A,#N/A,50.6,0.9,4.8,9,23.5,8.1,9.4,#N/A
1991-06-30 0:00,#N/A,#N/A,50.3,17.1,4.8,8.7,22.4,8.1,9.1,#N/A
1991-05-31 0:00,#N/A,#N/A,44.5,17.9,5.1,8.5,23.1,8.2,9.1,#N/A
1991-04-30 0:00,#N/A,#N/A,42.8,18,6,9.4,23.3,8.3,9.2,#N/A
1991-03-31 0:00,#N/A,#N/A,40.7,8.6,6.6,10.1,25.9,8.6,8.9,#N/A
1991-02-28 0:00,#N/A,#N/A,39.4,4,6.9,9.9,25.9,8.8,9.3,#N/A
1991-01-31 0:00,#N/A,#N/A,39.2,17.1,6.6,9.2,25.3,9.1,9.4,#N/A
1990-12-31 0:00,#N/A,#N/A,40.8,13,7.3,9.3,30.1,9.4,9.8,#N/A
1990-11-30 0:00,#N/A,#N/A,41.3,6.5,6.2,8.6,29.3,9.5,9.5,#N/A
1990-10-31 0:00,#N/A,#N/A,43.2,-0.4,5.7,8.7,28.7,9.4,9.5,#N/A
1990-09-30 0:00,#N/A,#N/A,44.5,11.6,4.9,8.6,28.7,9,9.2,#N/A
1990-08-31 0:00,#N/A,#N/A,46.1,1,4.2,9,26.6,8.6,8.9,#N/A
1990-07-31 0:00,#N/A,#N/A,46.6,4.9,4.2,9.4,28.4,8.3,8.6,#N/A
1990-06-30 0:00,#N/A,#N/A,49.2,4.8,3.6,8.9,29,8.2,8.7,#N/A
1990-05-31 0:00,#N/A,#N/A,49.5,5.4,3.3,8.6,28,8.4,8.7,#N/A
1990-04-30 0:00,#N/A,#N/A,50,3.5,3,8.7,27.4,8.7,9.2,#N/A
1990-03-31 0:00,#N/A,#N/A,49.9,-1.1,2.8,8,26.1,8.9,9.7,#N/A
1990-02-28 0:00,#N/A,#N/A,49.1,7.9,2.3,7.6,26.1,9,9.8,#N/A
1990-01-31 0:00,#N/A,#N/A,47.2,-10,2.4,7.3,25.8,9.1,9.9,#N/A
1989-12-31 0:00,#N/A,#N/A,47.4,-2.9,1.1,5.1,21.9,9,10.4,#N/A
1989-11-30 0:00,#N/A,#N/A,46.8,-2.7,1.5,6.1,21.6,9.1,10.5,#N/A
1989-10-31 0:00,#N/A,#N/A,46.8,0.9,2.4,6.7,22.2,9.2,9.6,#N/A
1989-09-30 0:00,#N/A,#N/A,46,1.5,1.6,6.2,22.5,9,9.2,#N/A
1989-08-31 0:00,#N/A,#N/A,45.1,-0.8,0.7,5.5,21.2,8.8,8.9,#N/A
1989-07-31 0:00,#N/A,#N/A,45.9,0.6,0.8,5.3,24.6,8.8,8.9,#N/A
1989-06-30 0:00,#N/A,#N/A,47.3,7.4,1.9,5.5,24.7,8.7,9.0,#N/A
1989-05-31 0:00,#N/A,#N/A,49.3,3.7,2,6,27.2,8.2,8.6,#N/A
1989-04-30 0:00,#N/A,#N/A,52.2,3.4,2,5.2,27,7.8,8.3,#N/A
1989-03-31 0:00,#N/A,#N/A,51.5,11.2,1.3,4.6,28.2,7.4,7.9,#N/A
1989-02-28 0:00,#N/A,#N/A,54.1,5.2,1.1,5.4,28.2,7.3,7.5,#N/A
1989-01-31 0:00,#N/A,#N/A,54.7,11.2,1.5,6.8,28.3,7.1,7.5,#N/A
1988-12-31 0:00,#N/A,#N/A,56,22,2.3,7.2,30.3,6.8,6.7,#N/A
1988-11-30 0:00,#N/A,#N/A,55.6,31.4,3.1,7.1,32,7.1,7.2,#N/A
1988-10-31 0:00,#N/A,#N/A,55.4,30.1,2,6.1,30.9,7.6,8.1,#N/A
1988-09-30 0:00,#N/A,#N/A,54.5,21.4,2.4,6.5,31.4,8.2,8.7,#N/A
1988-08-31 0:00,#N/A,#N/A,56,52.6,3.2,6.9,31.8,8.3,9.2,#N/A
1988-07-31 0:00,#N/A,#N/A,58.2,23.2,3.3,7.9,29.9,8.1,8.8,#N/A
1988-06-30 0:00,#N/A,#N/A,59.3,19.1,2.8,7.4,29.8,8.1,8.9,#N/A
1988-05-31 0:00,#N/A,#N/A,55.5,18.5,1.9,6.6,29,8.4,8.9,#N/A
1988-04-30 0:00,#N/A,#N/A,55.8,26,1.9,7.7,31.4,8.5,8.5,#N/A
1988-03-31 0:00,#N/A,#N/A,54.6,31.2,3,8.5,32.5,8.6,9.0,#N/A
1988-02-29 0:00,#N/A,#N/A,56.2,40.5,3.6,7.8,33.6,8.7,9.1,#N/A
1988-01-31 0:00,#N/A,#N/A,57.5,36.6,3.2,6.2,34.8,8.6,9.2,#N/A
1987-12-31 0:00,#N/A,#N/A,61,50.4,2.7,6.1,32.3,8.7,9.2,#N/A
1987-11-30 0:00,#N/A,#N/A,58.8,35.8,1.5,5.2,30,8.5,8.8,#N/A
1987-10-31 0:00,#N/A,#N/A,60.7,23.7,1.9,5.2,31.2,8.2,8.9,#N/A
1987-09-30 0:00,#N/A,#N/A,60,39.5,1.1,4.1,30.2,8.1,8.4,#N/A
1987-08-31 0:00,#N/A,#N/A,59.3,17.9,0.9,4,30.5,8,8.5,#N/A
1987-07-31 0:00,#N/A,#N/A,57.5,44.2,0.4,2.4,31,8.2,8.5,#N/A
1987-06-30 0:00,#N/A,#N/A,57.4,33,0.5,2.8,31.5,8.2,8.6,#N/A
1987-05-31 0:00,#N/A,#N/A,57.2,34.6,1,2.7,31.2,8.5,8.7,#N/A
1987-04-30 0:00,#N/A,#N/A,55.5,43.6,0.7,1.8,30.4,8.7,9.3,#N/A
1987-03-31 0:00,#N/A,#N/A,55,42.4,-0.6,1.1,27.6,9,9.4,#N/A
1987-02-28 0:00,#N/A,#N/A,52.6,27.3,-1.8,0.5,27.6,9,10.0,#N/A
1987-01-31 0:00,#N/A,#N/A,54.9,43,-2.7,0.9,26.4,9,9.5,#N/A
1986-12-31 0:00,#N/A,#N/A,50.5,-8.3,-2.6,1.4,#N/A,9.4,10.2,#N/A
1986-11-30 0:00,#N/A,#N/A,51.2,6.1,-2.2,2,#N/A,9.6,10.8,#N/A
1986-10-31 0:00,#N/A,#N/A,51.2,22.7,-2.7,1,#N/A,9.9,10.3,#N/A
1986-09-30 0:00,#N/A,#N/A,52.4,22.6,-1.7,2.3,#N/A,9.8,10.4,#N/A
1986-08-31 0:00,#N/A,#N/A,52.6,25.2,-1.7,2.8,#N/A,9.8,10.5,#N/A
1986-07-31 0:00,#N/A,#N/A,48,18.4,-1.7,3.1,#N/A,9.7,11.2,#N/A
1986-06-30 0:00,#N/A,#N/A,50.5,18.6,-1.7,3,#N/A,9.8,10.7,#N/A
1986-05-31 0:00,#N/A,#N/A,53.4,21.4,-1.4,3.3,#N/A,9.6,10.7,#N/A
1986-04-30 0:00,#N/A,#N/A,49.7,8.1,-1.6,3.4,#N/A,9.4,9.6,#N/A
1986-03-31 0:00,#N/A,#N/A,51,9.3,-0.6,3.6,#N/A,9,9.7,#N/A
1986-02-28 0:00,#N/A,#N/A,51,27.6,-0.1,3.5,#N/A,8.8,9.2,#N/A
1986-01-31 0:00,#N/A,#N/A,51.2,23.4,0.5,3.7,#N/A,8.7,9.2,#N/A
1985-12-31 0:00,#N/A,#N/A,50.7,26.8,0.6,3,#N/A,8.6,8.7,#N/A
1985-11-30 0:00,#N/A,#N/A,52,22.9,0.3,2.4,#N/A,8.4,8.2,#N/A
1985-10-31 0:00,#N/A,#N/A,50.9,-3.6,0.6,3.4,#N/A,8.1,8.9,#N/A
1985-09-30 0:00,#N/A,#N/A,49.9,13,-0.3,2.6,#N/A,8.2,9.6,#N/A
1985-08-31 0:00,#N/A,#N/A,47.7,1.5,0.5,2.6,#N/A,8,8.4,#N/A
1985-07-31 0:00,#N/A,#N/A,47.9,0.1,1.4,3,#N/A,7.7,7.8,#N/A
1985-06-30 0:00,#N/A,#N/A,47.8,-3.4,1.6,3,#N/A,7.8,7.9,#N/A
1985-05-31 0:00,#N/A,#N/A,47.1,-0.1,1.2,2.3,#N/A,7.8,7.9,#N/A
1985-04-30 0:00,#N/A,#N/A,48.2,2.1,0.9,1.5,#N/A,8.2,8.6,#N/A
1985-03-31 0:00,#N/A,#N/A,47.8,2.8,0.9,1.7,#N/A,8,8.0,#N/A
1985-02-28 0:00,#N/A,#N/A,49.9,-9.7,1.4,1.9,#N/A,7.8,8.1,#N/A
1985-01-31 0:00,#N/A,#N/A,50.3,-19.4,1.7,2.1,#N/A,7.9,8.1,#N/A
1984-12-31 0:00,#N/A,#N/A,50.6,21.9,1.6,2.4,#N/A,7.9,8.2,#N/A
1984-11-30 0:00,#N/A,#N/A,50.3,29.4,1.5,2.7,#N/A,7.7,8.2,#N/A
1984-10-31 0:00,#N/A,#N/A,50.8,4.5,1.9,2.7,#N/A,7.1,7.6,#N/A
1984-09-30 0:00,#N/A,#N/A,50,3.3,2.4,3.2,#N/A,7,7.1,#N/A
1984-08-31 0:00,#N/A,#N/A,53,12.6,1.5,2.2,#N/A,7.5,7.7,#N/A
1984-07-31 0:00,#N/A,#N/A,56.1,17.4,0.9,1.7,#N/A,7.6,7.8,#N/A
1984-06-30 0:00,#N/A,#N/A,58.1,19.9,0.4,1.7,#N/A,7.8,7.8,#N/A
1984-05-31 0:00,#N/A,#N/A,58.6,24.2,0.5,2.2,#N/A,8.1,8.6,#N/A
1984-04-30 0:00,#N/A,#N/A,61,22.3,0.3,2.6,#N/A,8.1,9.4,#N/A
1984-03-31 0:00,#N/A,#N/A,58.9,20.3,-0.3,2,#N/A,8.3,8.7,#N/A
1984-02-29 0:00,#N/A,#N/A,61.3,25.8,-0.7,2,#N/A,8.4,8.8,#N/A
1984-01-31 0:00,#N/A,#N/A,60.5,53.7,-1.1,1.8,#N/A,8.9,9.6,#N/A
1983-12-31 0:00,#N/A,#N/A,69.9,28,-0.8,2,#N/A,9.1,10.4,#N/A
1983-11-30 0:00,#N/A,#N/A,66,37.2,-0.6,2.8,#N/A,9.6,10.5,#N/A
1983-10-31 0:00,#N/A,#N/A,64.4,14.8,-0.6,2.4,#N/A,9.9,10.6,#N/A
1983-09-30 0:00,#N/A,#N/A,62.5,7,-0.4,2.3,#N/A,10.1,10.6,#N/A
1983-08-31 0:00,#N/A,#N/A,63.1,13.4,-0.3,2.6,#N/A,10.3,11.5,#N/A
1983-07-31 0:00,#N/A,#N/A,63.6,14,-0.7,2.8,#N/A,10.9,11.6,#N/A
1983-06-30 0:00,#N/A,#N/A,57.5,25.6,-0.1,3.1,#N/A,11,12.5,#N/A
1983-05-31 0:00,#N/A,#N/A,56.1,2.6,0.2,3.8,#N/A,10.8,11.0,#N/A
1983-04-30 0:00,#N/A,#N/A,54.2,4.8,0.9,4.3,#N/A,10.1,10.4,#N/A
1983-03-31 0:00,#N/A,#N/A,53.9,6.2,1.1,4.7,#N/A,10.3,11.2,#N/A
1983-02-28 0:00,#N/A,#N/A,54.4,0,1.2,5.3,#N/A,10.2,11.3,#N/A
1983-01-31 0:00,#N/A,#N/A,46,-11.8,2.1,5.1,#N/A,9.9,10.6,#N/A
1982-12-31 0:00,#N/A,#N/A,42.8,-0.9,2.3,4.8,#N/A,9.1,9.1,#N/A
1982-11-30 0:00,#N/A,#N/A,39.2,-10.1,3.1,4.2,#N/A,8.8,9.2,#N/A
1982-10-31 0:00,#N/A,#N/A,39.4,11.8,1.9,3.9,#N/A,8.4,8.4,#N/A
1982-09-30 0:00,#N/A,#N/A,38.8,10.6,1.9,3.9,#N/A,8.2,8.5,#N/A
1982-08-31 0:00,#N/A,#N/A,38.3,2.5,2.1,4.8,#N/A,7.8,7.8,#N/A
1982-07-31 0:00,#N/A,#N/A,38.4,-4.4,2.9,5.6,#N/A,7.6,7.8,#N/A
1982-06-30 0:00,#N/A,#N/A,38.3,-4.7,2.7,6.4,#N/A,7.3,7.1,#N/A
1982-05-31 0:00,#N/A,#N/A,35.5,9.6,3.8,8.6,#N/A,7.7,7.9,#N/A
1982-04-30 0:00,#N/A,#N/A,37.8,1.5,6.5,10.2,#N/A,7.9,8.9,#N/A
1982-03-31 0:00,#N/A,#N/A,36.8,5.6,9.1,11,#N/A,8.3,8.9,#N/A
1982-02-28 0:00,#N/A,#N/A,38.3,4.5,10.5,12,#N/A,8.4,9.0,#N/A
1982-01-31 0:00,#N/A,#N/A,38.2,7.8,10.5,12.4,#N/A,8.9,9.1,#N/A
1981-12-31 0:00,#N/A,#N/A,37.8,8.3,11.4,13.7,#N/A,9.4,10.9,#N/A
1981-11-30 0:00,#N/A,#N/A,36.1,3.7,14.4,16.6,#N/A,10.2,11.0,#N/A
1981-10-31 0:00,#N/A,#N/A,40,19.4,17.4,18.3,#N/A,10.8,12.0,#N/A
1981-09-30 0:00,#N/A,#N/A,42.5,21.9,19.1,21.9,#N/A,11.1,12.1,#N/A
1981-08-31 0:00,#N/A,#N/A,48.3,18.4,20.4,22.6,#N/A,11.5,12.2,#N/A
1981-07-31 0:00,#N/A,#N/A,46.7,30.8,22.3,23.4,#N/A,11.8,12.3,#N/A
1981-06-30 0:00,#N/A,#N/A,50.7,32.4,22.9,23.2,#N/A,12,12.4,#N/A
1981-05-31 0:00,#N/A,#N/A,53.5,25.9,21.8,21.3,#N/A,11.9,12.5,#N/A
1981-04-30 0:00,#N/A,#N/A,51.6,34.4,20.6,22.4,#N/A,11.5,11.7,#N/A
1981-03-31 0:00,#N/A,#N/A,49.6,16.5,19.1,22.3,#N/A,11.4,11.8,#N/A
1981-02-28 0:00,#N/A,#N/A,48.8,21,22.3,24.4,#N/A,11.1,11.9,#N/A
1981-01-31 0:00,#N/A,#N/A,49.2,32.7,38.2,28.8,#N/A,10.6,13.1,#N/A
1980-12-31 0:00,#N/A,#N/A,53,16.5,42.2,32.2,#N/A,9.9,11.2,#N/A
1980-11-30 0:00,#N/A,#N/A,58.2,17.4,38.3,31.3,#N/A,9.5,11.3,#N/A
1980-10-31 0:00,#N/A,#N/A,55.5,20.5,36,32.5,#N/A,9.1,10.4,#N/A
1980-09-30 0:00,#N/A,#N/A,50.1,8.9,35.1,29.8,#N/A,8.6,9.4,#N/A
1980-08-31 0:00,#N/A,#N/A,45.5,12.6,34.7,29.2,#N/A,8.3,9.5,#N/A
1980-07-31 0:00,#N/A,#N/A,35,14.8,35.9,27.5,#N/A,7.6,8.6,#N/A
1980-06-30 0:00,#N/A,#N/A,30.3,15.4,41.8,27,#N/A,7,7.6,#N/A
1980-05-31 0:00,#N/A,#N/A,29.4,10,42.5,26.6,#N/A,5.7,6.7,#N/A
1980-04-30 0:00,#N/A,#N/A,37.4,18,43.9,26.6,#N/A,5,4.7,#N/A
1980-03-31 0:00,#N/A,#N/A,43.6,16,45.8,28.8,#N/A,3.7,2.8,#N/A
1980-02-29 0:00,#N/A,#N/A,50.2,25.5,44,26.4,#N/A,2.8,1.9,#N/A
1980-01-31 0:00,#N/A,#N/A,46.2,25.5,28.4,25.4,#N/A,1.8,0.0,#N/A
1979-12-31 0:00,#N/A,#N/A,44.8,10.3,23.8,21.2,#N/A,1.3,0.9,#N/A
1979-11-30 0:00,#N/A,#N/A,48,18.6,22.9,18.8,#N/A,1.2,1.0,#N/A
1979-10-31 0:00,#N/A,#N/A,49,11.5,24,17.6,#N/A,1.5,1.0,#N/A
1979-09-30 0:00,#N/A,#N/A,49.6,23.1,24.4,17.9,#N/A,1.5,1.9,#N/A
1979-08-31 0:00,#N/A,#N/A,49.5,26.8,25.2,18.6,#N/A,1.3,1.9,#N/A
1979-07-31 0:00,#N/A,#N/A,51.3,23.3,21.5,18.5,#N/A,1.5,1.9,#N/A
1979-06-30 0:00,#N/A,#N/A,52.7,20.6,16.2,19.6,#N/A,2.1,2.9,#N/A
1979-05-31 0:00,#N/A,#N/A,54.4,26.1,17,21.8,#N/A,2.7,2.9,#N/A
1979-04-30 0:00,#N/A,#N/A,56.2,12.2,14.8,19.3,#N/A,4.6,3.9,#N/A
1979-03-31 0:00,#N/A,#N/A,57.7,20.5,12.4,16.3,#N/A,6.4,5.9,#N/A
1979-02-28 0:00,#N/A,#N/A,58.2,21.8,10.1,15.7,#N/A,7.5,7.0,#N/A
1979-01-31 0:00,#N/A,#N/A,58.5,8.5,10.4,14.1,#N/A,8.4,9.2,#N/A
1978-12-31 0:00,#N/A,#N/A,59.4,2.6,12.2,16.4,#N/A,7.9,9.3,#N/A
1978-11-30 0:00,#N/A,#N/A,61.3,26.5,13.4,17,#N/A,8.4,9.4,#N/A
1978-10-31 0:00,#N/A,#N/A,60.1,73.2,13.1,16.8,#N/A,8.9,10.5,#N/A
1978-09-30 0:00,#N/A,#N/A,60.5,32,12.3,15.5,#N/A,9.5,9.5,#N/A
1978-08-31 0:00,#N/A,#N/A,60.3,21.2,10.9,13.5,#N/A,9.6,9.6,#N/A
1978-07-31 0:00,#N/A,#N/A,62.2,25.3,11.7,14.8,#N/A,10,10.8,#N/A
1978-06-30 0:00,#N/A,#N/A,60.5,18.6,11.7,14.6,#N/A,10.5,10.9,#N/A
1978-05-31 0:00,#N/A,#N/A,60.2,27.1,11.2,12.6,#N/A,11.6,13.3,#N/A
1978-04-30 0:00,#N/A,#N/A,57.7,28.6,10.9,12.6,#N/A,11.9,13.3,#N/A
1978-03-31 0:00,#N/A,#N/A,55,32.3,10.6,12.9,#N/A,11.8,13.5,#N/A
1978-02-28 0:00,#N/A,#N/A,55.9,31.5,10.9,13,#N/A,11.5,12.4,#N/A
1978-01-31 0:00,#N/A,#N/A,57.4,20.5,11.3,13.3,#N/A,10.9,11.4,#N/A
1977-12-31 0:00,#N/A,#N/A,59.8,63.1,10.1,11,#N/A,10.6,10.2,#N/A
1977-11-30 0:00,#N/A,#N/A,56.1,28.9,8.7,10.6,#N/A,10.4,10.3,#N/A
1977-10-31 0:00,#N/A,#N/A,55.4,4.6,9.3,10.1,#N/A,10,10.5,#N/A
1977-09-30 0:00,#N/A,#N/A,53.9,30,9.3,9.2,#N/A,10,10.5,#N/A
1977-08-31 0:00,#N/A,#N/A,54.9,26.9,9.2,9.7,#N/A,10.4,10.6,#N/A
1977-07-31 0:00,#N/A,#N/A,57.7,12.5,8.9,9.4,#N/A,10.1,9.4,#N/A
1977-06-30 0:00,#N/A,#N/A,56.8,21.9,9,10.1,#N/A,9.7,9.5,#N/A
1977-05-31 0:00,#N/A,#N/A,59.7,18.4,8.7,10.1,#N/A,8.5,7.1,#N/A
1977-04-30 0:00,#N/A,#N/A,56.9,32.2,9,9.6,#N/A,8.5,8.4,#N/A
1977-03-31 0:00,#N/A,#N/A,58.4,39.8,9.2,10.7,#N/A,8.6,8.5,#N/A
1977-02-28 0:00,#N/A,#N/A,55,44.3,9.3,11.1,#N/A,9.5,9.9,#N/A
1977-01-31 0:00,#N/A,#N/A,54.8,50.1,7.5,9.7,#N/A,10.1,10.0,#N/A
1976-12-31 0:00,#N/A,#N/A,56.6,28.2,9.4,9.6,#N/A,10.5,12.8,#N/A
1976-11-30 0:00,#N/A,#N/A,51.7,49.4,11,9.5,#N/A,10.6,11.5,#N/A
1976-10-31 0:00,#N/A,#N/A,53.5,46.4,10.4,8.7,#N/A,11.4,11.7,#N/A
1976-09-30 0:00,#N/A,#N/A,53.6,49.3,11.3,11.5,#N/A,12.3,14.7,#N/A
1976-08-31 0:00,#N/A,#N/A,54.5,53.5,11.2,14.5,#N/A,13.6,13.3,#N/A
1976-07-31 0:00,#N/A,#N/A,55.9,73.2,11.1,15.8,#N/A,14.2,14.9,#N/A
1976-06-30 0:00,#N/A,#N/A,58.2,74.8,10.9,15.7,#N/A,15.1,15.1,#N/A
1976-05-31 0:00,#N/A,#N/A,58.8,61.2,11.4,16.1,#N/A,16.2,16.7,#N/A
1976-04-30 0:00,#N/A,#N/A,60.6,81.1,13,19.5,#N/A,16.8,18.6,#N/A
1976-03-31 0:00,#N/A,#N/A,58.4,66.3,15.3,22,#N/A,16.7,18.8,#N/A
1976-02-29 0:00,#N/A,#N/A,61.5,50.8,15.2,22.2,#N/A,16.3,19.1,#N/A
1976-01-31 0:00,#N/A,#N/A,58.8,65.1,16.1,23,#N/A,16.1,19.4,#N/A
1975-12-31 0:00,#N/A,#N/A,54.9,72,19.5,26.5,#N/A,15.8,16.4,#N/A
